,profile_id,lat,lon,prediction
15938,5904435_161,-45.26,179.502,6
15939,5904438_137,-42.134,169.137,0
15940,5904458_347,44.98,-132.543,4
15941,5904461_282,21.979,-146.082,3
15942,5904461_337,21.603,-146.521,3
15943,5904461_352,22.439,-145.969,3
15944,5904463_324,10.474,-149.464,2
15945,5904463_343,10.877,-152.83,2
15946,5904482_230,-58.15,161.036,1
15947,5904483_221,-56.032,-125.166,1
15948,5904485_251,20.012,161.598,5
15949,5904487_269,19.665,161.106,5
15950,5904493_183,-59.77967627542979,-165.78135253402615,1
15951,5904498_281,-0.46107,-167.47338,3
15952,5904500_246,1.59801,-136.86542,2
15953,5904501_261,1.05047,-139.1609,2
15954,5904508_285,0.50508,126.94492,2
15955,5904513_221,0.25001,-149.34592,3
15956,5904525_233,4.71149,-163.27658,3
15957,5904527_272,2.34315,-153.3861,3
15958,5904530_181,5.65592,177.78742,2
15959,5904530_222,5.83872,174.8183,3
15960,5904533_198,-49.106,-162.865,6
15961,5904534_157,-43.724,-157.85617,6
15962,5904535_148,-46.83594,-176.52042,0
15963,5904536_239,-28.77262,175.94051,7
15964,5904543_148,-13.102,-152.98,5
15965,5904546_180,-4.648,-110.165,2
15966,5904558_141,1.388,-173.251,3
15967,5904592_113,-15.88,-129.753,5
15968,5904593_117,-30.275,-73.669,6
15969,5904598_217,-60.857,-154.003,1
15970,5904599_232,-51.258,-137.818,6
15971,5904601_230,-7.22,-96.019,2
15972,5904604_161,0.038,-108.395,0
15973,5904611_100,-39.367,-176.783,0
15974,5904614_103,-35.979,-142.528,6
15975,5904626_99,-12.271,-142.226,5
15976,5904633_104,-17.572,-140.693,5
15977,5904635_105,-29.196,-141.282,0
15978,5904637_110,-21.61,-172.89,7
15979,5904647_107,-10.651,-145.661,5
15980,5904676_114,-57.485,138.292,1
15981,5904695_97,-55.966,-105.897,4
15982,5904697_144,5.974,170.921,3
15983,5904707_92,5.159,-152.394,3
15984,5904710_102,5.081,176.098,3
15985,5904710_97,4.936,171.465,3
15986,5904714_129,2.203,-161.676,3
15987,5904732_95,5.968,-138.064,3
15988,5904733_102,6.188,-148.796,3
15989,5904761_81,-48.215,-136.781,6
15990,5904761_86,-46.975,-137.405,6
15991,5904763_105,-46.662,-142.721,6
15992,5904767_89,-63.37802345836548,-135.32918507344223,1
15993,5904779_174,11.511,-124.846,2
15994,5904779_191,11.093,-123.52,2
15995,5904783_112,5.371,-120.179,2
15996,5904851_162,-47.015,-105.933,6
15997,5904851_192,-45.192,-112.512,6
15998,5904860_70,-71.7089985180623,-171.3492581311847,1
15999,5904866_58,45.326,-163.733,4
16000,5904866_74,45.979,-162.673,4
16001,5904888_159,-40.929,136.691,6
16002,5904890_152,-34.919,130.398,0
16003,5904912_157,15.057,173.399,3
16004,5904914_127,-50.321,152.036,6
16005,5904914_139,-53.253,157.315,6
16006,5904921_127,-56.93,148.606,1
16007,5904921_129,-58.189,151.545,1
16008,5904921_150,-59.382,169.961,4
16009,5904930_132,-29.237,-168.743,2
16010,5904943_88,1.696,-163.925,3
16011,5904947_68,0.389,-157.813,3
16012,5904974_85,-4.423,-124.267,2
16013,5904998_123,-52.418,147.493,4
16014,5905001_124,-58.721,147.589,1
16015,5905024_134,-47.702,159.427,6
16016,5905025_105,-54.307,155.586,1
16017,5905028_94,-52.852,147.585,4
16018,5905037_113,-36.4754,177.962,0
16019,5905037_85,-37.1713,-176.0182,0
16020,5905041_76,-20.9374,163.5157,7
16021,5905047_76,19.194,-163.238,3
16022,5905048_255,20.019,-162.611,3
16023,5905055_163,29.276,-156.272,0
16024,5905061_106,23.9,144.682,7
16025,5905068_54,16.614,-110.915,2
16026,5905080_70,-68.583,-92.047,1
16027,5905099_84,-58.824,-128.281,1
16028,5905107_54,-35.059,-155.524,0
16029,5905108_51,-35.727,179.556,0
16030,5905113_111,-33.953,-135.824,0
16031,5905113_120,-33.202,-136.008,0
16032,5905114_55,-31.374,-148.465,0
16033,5905138_78,45.591,-154.925,4
16034,5905140_46,8.404,-131.446,2
16035,5905140_62,7.723,-130.186,2
16036,5905161_53D,-29.71042,-154.26459,7
16037,5905172_68,-33.182,152.879,7
16038,5905173_82,-39.523,166.308,0
16039,5905173_87,-38.669,166.568,0
16040,5905182_63,-40.4015,150.6422,0
16041,5905182_69,-42.3068,150.7565,0
16042,5905183_58,-42.192,142.645,6
16043,5905187_95,-54.409,173.033,4
16044,5905189_103,-39.791,134.428,6
16045,5905189_65,-40.065,141.306,6
16046,5905190_92,-40.9388,130.5498,6
16047,5905205_59,-24.1202,175.6308,7
16048,5905208_38,-19.8445,154.3121,7
16049,5905221_220,16.203,133.328,5
16050,5905225_10,5.067,159.791,3
16051,5905240_69,-29.94114,-146.09546,7
16052,5905246_34,-43.39777,-163.74045,6
16053,5905249_27,-42.44724,-147.26678,6
16054,5905258_22,-20.10963,-126.10724,5
16055,5905258_36,-20.06386,-126.23526,5
16056,5905261_32,-21.95641,-141.25215,5
16057,5905266_45,-34.09546,-171.67309,0
16058,5905273_30,17.8106,-144.08927,2
16059,5905273_40,18.53389,-145.20241,2
16060,5905277_31,7.1951,-173.21633,2
16061,5905281_40,48.711,-168.012,4
16062,5905285_35,-0.033,166.85,3
16063,5905289_44,1.032,170.287,3
16064,5905290_22,-3.999,-142.752,3
16065,5905295_69,-1.841,179.904,3
16066,5905297_33,1.952,-138.533,2
16067,5905304_43,-2.056,-129.534,2
16068,5905314_1,-0.011,165.072,3
16069,5905319_54,-46.022,-138.583,6
16070,5905320_42,-43.64,-127.039,6
16071,5905329_46,-43.679,-152.108,6
16072,5905330_63,-24.901,-166.707,7
16073,5905337_30,-42.26,-81.038,6
16074,5905346_46,-22.418,-107.813,5
16075,5905359_43,7.477,-129.083,2
16076,5905359_52,7.707,-128.913,2
16077,5905361_29,9.513,-129.603,2
16078,5905362_100,7.552,-125.659,2
16079,5905363_55,9.999,-130.526,2
16080,5905396_122,-51.8888,175.9192,4
16081,5905398_10,-40.2528,152.1969,0
16082,5905407_13,-13.1489,162.8095,5
16083,5905408_17,-14.8932,156.806,5
16084,5905410_44,-26.777075,156.355881,7
16085,5905431_12,-56.420315,141.909042,1
16086,5905638_32,-68.479,174.553,1
16087,5905642_1,-30.097,171.111,7
16088,5905648_30,-17.723,-143.031,5
16089,5905657_18,-15.03,-137.169,5
16090,5905661_38,-27.123,-167.74,7
16091,5905662_9,-17.514,-145.867,5
16092,5905674_33,12.292,152.404,3
16093,5905677_60,-57.81361,-170.50941,1
16094,5905684_22,-20.40449,-170.80178,5
16095,5905689_8,-12.78113,-129.69234,5
16096,5905693_2,-13.07244,-121.98598,5
16097,5905700_10,-8.86315,-134.7458,5
16098,5905714_29,-10.24474,-174.58423,5
16099,5905714_37,-10.32259,-176.92558,5
16100,5905724_5,-14.43048,159.63,5
16101,5905731_44,29.809,-133.63,0
16102,5905732_19,18.421,-140.468,3
16103,5905736_42,10.662,-142.285,2
16104,5905767_13D,-12.14671,-158.34415,5
16105,5905789_16,21.68366,-166.04612,2
16106,5905790_1,21.57536,-169.39901,5
16107,5905790_6,20.97601,-169.16982,5
16108,5905837_1,4.574,-151.074,3
16109,5905838_20,1.971,-147.798,2
16110,5905841_9,-15.11,-120.858,5
16111,5905854_1,14.795,-162.032,3
16112,5905855_7,16.724,-160.376,3
16113,5905967_7,-12.975,-115.76,3
16114,5905972_60,-7.746,-149.112,5
16115,5905974_1,4.131,-154.953,3
16116,5905989_95,50.208,-143.545,4
16117,5905990_104,52.021,-141.623,4
16118,5906020_11,4.037,-107.923,2
16119,5906022_16,11.333,-98.861,2
16120,5906038_11,-1.628,-136.996,2
16121,5906042_10,-8.305,-109.89,2
16122,5906157_16,30.261,-166.635,2
16123,6901663_150,-20.31,175.346,5
16124,6901663_165,-20.674,173.821,7
16125,6901664_133,-15.948,171.779,5
16126,6901668_125,-20.39,-165.371,7
16127,6901670_130,-29.453,172.887,7
16128,6901677_115,-5.239,164.616,5
16129,6901746_187,-5.426128333333334,131.25509166666666,3
16130,6901746_379,-4.327413333333333,130.768145,2
16131,6901840_145,-54.87444833333333,-104.47797833333334,4
16132,6902827_224,-13.081725,-86.41247666666666,0
16133,6902917_20,1.828345,-104.40911666666666,2
16134,6902921_5,-2.875055,-124.6109,2
16135,6902926_14,-8.10563,-141.671715,5
16136,6903187_112,-50.11162718013037,-113.95758450134473,4
16137,6903223_74,-51.29330035698077,-167.74537640949745,6
16138,6903231_32,-64.742785,-176.21222666666668,1
16139,7900297_140,-63.44529,-143.58656,1
16140,7900336_212,-69.057,-161.4,1
16141,7900615_111,-54.192,133.298,4
16142,7900625_17,-66.846,173.958,1
16143,7900635_16D,-64.8971041,151.6180273,1
16144,7900670_92,-58.968,-117.03492,1
16145,7900674_95,-64.42656,-121.8112,1
16146,7900676_123,-59.60366,-92.64007,1
16147,7900678_276D,-62.39447,141.17405,1
16148,7900689_2,-65.50085,177.54328,1
16149,7900690_11,-65.55121,-179.17537,1
16150,7900795_2,-67.01723,179.85925,1
16151,1900979_351,-40.196,142.738,0
16152,1901154_304,-48.274,153.695,6
16153,1901726_133,-46.87197,-75.96484,6
16154,1901729_131,-48.06014,-75.9242,6
16155,1902077_123,-47.305,154.918,6
16156,2901302_305,-49.836,-178.805,4
16157,2901495_277,31.131,150.236,7
16158,2901520_225,8.987,144.294,2
16159,2901526_291,36.817,-171.57,0
16160,2901760_84,24.185,137.047,7
16161,2901764_96,19.853,137.28,5
16162,2902055_264,24.493,131.499,7
16163,2902525_215,27.6317,145.4916,7
16164,2902562_213,2.403,129.1,3
16165,2902573_181,-28.052,-125.712,7
16166,2902585_144,40.596,137.516,1
16167,2902603_158,43.54,175.977,4
16168,2902603_159,43.548,175.901,4
16169,2902703_146,16.894,127.314,5
16170,2902703_171,16.734,127.536,5
16171,2902704_46,17.523,128.514,5
16172,2902707_68,8.183,127.765,3
16173,2902717_116,20.77,125.825,5
16174,2902724_115,16.151,131.778,5
16175,2902725_146,17.065,139.116,5
16176,2902726_63,20.651,136.658,5
16177,2902729_302,4.072,124.467,3
16178,2902729_44,16.283,125.822,5
16179,2902750_149,29.799896666666665,134.74093,7
16180,2902755_61,40.88345833333333,156.11751666666666,6
16181,2902756_65,22.008723333333332,134.49590666666666,7
16182,2902761_76,18.706,129.68,5
16183,2902972_100,29.502,145.67,7
16184,2902988_146,31.562,148.278,7
16185,2902989_131,37.165,161.493,0
16186,2902993_106,35.174,157.038,0
16187,2902997_99,39.032,148.841,6
16188,2902998_37,29.993,133.505,7
16189,2902998_92,28.22,135.705,7
16190,2903001_84,21.182,121.607,5
16191,2903177_112,30.049,136.861,7
16192,2903188_129,32.08,146.907,7
16193,2903188_153,31.843,148.198,7
16194,2903190_83,34.339,159.893,7
16195,2903195_56,22.051,133.601,7
16196,2903195_88,24.332,135.468,7
16197,2903205_79,21.04,166.214,5
16198,2903207_58,41.173,170.498,6
16199,2903207_74,42.667,171.486,6
16200,2903212_32,25.235,163.162,5
16201,2903214_47,31.535,152.357,7
16202,2903215_83,35.23,152.955,0
16203,2903216_80,37.284,165.84,0
16204,2903219_99,34.241,156.656,7
16205,2903223_5,35.652,143.952,7
16206,2903223_64,30.568,148.185,7
16207,2903224_21,29.541,140.443,7
16208,2903331_6,22.868,133.532,7
16209,2903332_7,23.353,139.595,7
16210,2903333_42,25.072,146.528,7
16211,2903337_34,33.898,139.142,5
16212,2903353_12,47.105,159.525,4
16213,2903353_13,47.097,159.472,4
16214,2903361_33,40.648,148.262,4
16215,2903361_7,40.139,147.354,4
16216,2903376_1,31.214,137.073,2
16217,3900587_425,12.683,-158.294,3
16218,3900587_437,13.597,-165.265,3
16219,3900613_399,-10.572,-124.022,3
16220,3900614_397,-7.829,168.234,5
16221,3900737_337,-5.989,-167.038,3
16222,3900737_345,-7.105,-166.832,5
16223,3900778_304,-28.135,-85.921,0
16224,3901036_230,-17.93913,-93.1048,2
16225,3901056_158,-6.63388,-83.28228,0
16226,3901061_162,-51.89164,-79.69969,4
16227,3901150_220,-2.791,-99.532,2
16228,3901162_223,-0.81849,-126.84081,2
16229,3901162_263,-0.66913,-142.00183,2
16230,3901163_225,0.29435,-95.17631,2
16231,3901164_255,1.66019,-92.07655,0
16232,3901164_262,1.10424,-92.88598,2
16233,3901164_279,1.22774,-92.54394,0
16234,3901168_180,0.233,-109.389,2
16235,3901169_166,-10.391,-99.515,2
16236,3901169_168,-10.574,-98.626,2
16237,3901183_162,-11.046,-91.016,0
16238,3901187_191,-12.456,-123.493,3
16239,3901189_125,-7.107,-105.7,2
16240,3901202_85,2.328,-104.341,2
16241,3901203_127,2.189,-110.328,2
16242,3901214_141,-55.05334,-81.45554,4
16243,3901234_110,-4.15995,-91.09522,2
16244,3901245_112,-48.15699,-98.74452,4
16245,3901246_97,-8.19204,-109.54852,2
16246,3901261_255,1.03479,-83.33773,0
16247,3901262_196,-2.1669,-87.31517,0
16248,3901266_185,-3.41243,-85.78731,0
16249,3901272_107,-19.11562,-87.69191,0
16250,3901276_72,-30.06171,-107.04678,0
16251,3901277_32,-32.24046,-108.29972,0
16252,3901279_75,-40.513,-79.5,6
16253,3901281_49,-31.582,-72.664,6
16254,3901281_78,-30.483,-80.151,0
16255,3901286_93,-32.674,-74.696,6
16256,3901300_10,7.356,-91.335,0
16257,3901301_13,7.284,-94.56,2
16258,3901304_34,11.19,150.994,3
16259,3901305_30,5.536,-111.508,2
16260,3901314_38,-31.03334,-90.72915,0
16261,3901314_62,-31.95766,-90.6222,0
16262,3901472_56,-43.82267,-117.34533,6
16263,3901476_29,-46.35485,-92.07886,4
16264,3901478_46,-45.6751,-91.60157,4
16265,3901478_49,-46.0086,-91.98246,4
16266,3901487_47,-26.09109,-81.65754,0
16267,3901790_64,-21.72842,-91.57868,0
16268,3901791_28,-24.36844,-96.45114,0
16269,3901793_49,-21.17673,-107.71007,5
16270,3901795_68,-22.9534,-115.64963,5
16271,3901799_44,-12.12282,-111.27523,3
16272,3901815_149,-15.76879,-94.04914,2
16273,3902140_48,-23.23922,-89.93477,0
16274,3902142_85,-18.7418,-83.56979,0
16275,3902389_19,-21.007,-108.965,5
16276,3902389_23,-20.767,-108.51,5
16277,4900854_337,43.764,152.86,4
16278,4901240_332,16.16,-133.768,3
16279,4901247_323,43.563,-139.334,6
16280,4901249_285,47.226,-162.779,4
16281,4901251_298,36.409,-161.388,0
16282,4901261_291,48.766,169.146,4
16283,4901264_314,48.842,-173.13,4
16284,4901264_317,48.822,-172.318,4
16285,4901438_257,21.743,-135.913,2
16286,4901444_240,28.794,-122.638,0
16287,4901487_243,13.619,-100.122,2
16288,4901491_230,18.959,-132.588,2
16289,4901493_227,20.293,165.328,5
16290,4901530_214,40.947,-127.509,4
16291,4901545_194,26.459,-156.481,3
16292,4901567_165,-3.619,162.533,5
16293,4901568_148,-1.811,-107.219,0
16294,4901573_188,48.464,176.08,4
16295,4901656_157,-0.334,173.916,3
16296,4901734_225,50.30038833618164,-135.18148803710938,4
16297,4901766_165,53.220829010009766,-143.25816345214844,4
16298,4901786_86,50.600181579589844,-142.96214294433594,4
16299,4902087_140,51.109,174.062,4
16300,4902089_107,59.563,175.372,4
16301,4902300_104,-4.216,-112.911,2
16302,4902301_90,2.037,-120.837,2
16303,4902302_96,8.216,-130.232,2
16304,4902304_128,4.732,-97.182,2
16305,4902305_100,48.402,157.835,1
16306,4902316_70,13.08722,-110.4009,2
16307,4902328_32,25.56183,-120.79908,0
16308,4902328_70,26.653,-122.18086,0
16309,4902329_63,18.48784,-117.36632,2
16310,4902330_97,30.92718,-131.93551,0
16311,4902333_64,13.65309,-122.68365,2
16312,4902360_145,29.395,175.972,2
16313,4902361_96,52.153,-145.322,4
16314,4902368_102,47.523,-139.971,4
16315,4902368_81,50.067,-139.558,4
16316,4902374_63,43.605,-168.704,4
16317,4902402_94,49.480751037597656,-128.13531494140625,4
16318,4902403_95,46.943931579589844,-135.7001953125,4
16319,4902408_36,53.36238479614258,-143.2314910888672,4
16320,4902411_80,49.59340286254883,-133.1327362060547,4
16321,4902417_41,48.16750717163086,-137.67813110351562,4
16322,4902418_63,53.697261810302734,-141.6676025390625,4
16323,4902418_65,54.3298225402832,-141.6170654296875,4
16324,4902434_20,49.55964660644531,-132.57203674316406,4
16325,4902446_3,49.71484375,-144.92584228515625,4
16326,4902461_15,53.6656494140625,-145.9476776123047,4
16327,4902465_10,54.452823638916016,-147.15719604492188,4
16328,4902893_58,51.876,-154.845,4
16329,4902898_79,-10.908,-101.387,2
16330,4902902_84,20.317,-110.334,2
16331,4902903_69,21.695,-108.765,2
16332,4902937_41,52.233,-158.132,4
16333,4902938_50,49.637,-167.042,4
16334,4902947_31,30.097,-147.053,0
16335,4902987_3,31.582,-174.79,7
16336,4902999_16,3.574,-113.505,2
16337,4903010_29,33.9343,-123.17228,6
16338,4903011_4,33.31406,-122.47144,6
16339,4903171_21,50.426,-150.096,4
16340,4903172_18,42.136,-152.08,6
16341,4903178_16,-2.97,-160.27,3
16342,4903179_22,12.453,-154.641,2
16343,4903182_9,25.081,-113.456,0
16344,4903184_12,22.646,-110.864,0
16345,4903188_11,12.31,-102.909,2
16346,5901385_445,-11.787,158.614,5
16347,5901386_405,-9.151,163.069,5
16348,5901386_415,-8.794,166.572,5
16349,5901408_402,21.306,135.6,7
16350,5901409_419,11.76,158.645,3
16351,5901470_378,37.287,-129.863,6
16352,5901806_376,-14.721,-164.407,5
16353,5901862_334,21.416,159.34,7
16354,5901862_345,22.386,159.729,5
16355,5901865_370,14.644,159.579,5
16356,5901867_365,8.842,-148.15,2
16357,5901937_122,20.4401,125.7991,5
16358,5902154_360,13.204,152.62,3
16359,5902212_319,10.454,-171.583,2
16360,5902221_352,19.285,161.229,5
16361,5902233_313,-10.282,-152.654,5
16362,5902237_317,11.43,-163.387,2
16363,5902238_329,11.987,-167.54,2
16364,5902372_156,-38.48948,135.65925,0
16365,5902410_119,-29.91002,-129.37603,0
16366,5902411_145,-39.82776,-137.71163,6
16367,5902414_139,-26.93783,-158.87044,7
16368,5902423_118,-9.54093,-139.90198,5
16369,5902424_106,-8.73876,-149.63626,5
16370,5902433_136,-21.25344,175.41624,7
16371,5902436_112,-31.98074,-175.26386,0
16372,5902439_130,-48.24478,-131.07487,6
16373,5902440_102,-45.99108,-165.12997,6
16374,5902440_123,-45.74882,-168.00288,6
16375,5902444_161D,-30.91982,-166.67706,0
16376,5902453_130,-54.84903,176.77856,4
16377,5902470_79,-35.54434,132.39835,0
16378,5902472_107,-34.93652,-171.03151,0
16379,5902474_93,-29.6191,-160.04225,7
16380,5902495_103,-52.8324,150.51359,4
16381,5902504_96,-41.42577,141.80378,0
16382,5902509_79,20.28388,-174.84549,5
16383,5902515_107,13.94912,160.00344,3
16384,5902517_108,12.46923,146.93943,3
16385,5902519_87,10.6022,133.5685,2
16386,5903265_327,-50.149,153.283,6
16387,5903292_275,-31.032,-145.442,0
16388,5903295_293,-37.505,-149.983,6
16389,5903358_286,-23.66,-144.913,7
16390,5903376_308,-27.258,-103.224,0
16391,5903408_245,-50.432,-106.212,4
16392,5903421_258,-15.382,-172.555,5
16393,5903438_255,-15.728,-127.908,5
16394,5903438_269,-15.974,-128.026,5
16395,5903444_257,-24.481,-136.648,7
16396,5903444_268,-23.858,-138.703,7
16397,5903467_308,18.846,-147.272,3
16398,5903552_287,32.928,-173.343,0
16399,5903569_268,-20.226,-154.813,5
16400,5903570_271,-15.641,158.347,5
16401,5903576_270,-16.926,-130.153,5
16402,5903576_278,-16.603,-132.262,5
16403,5903578_287,-18.78,171.37,7
16404,5903602_249,32.196,-139.641,0
16405,5903622_298,-37.447,156.532,0
16406,5903646_280,-51.287,-97.82499999999999,4
16407,5903653_295,-43.421,162.332,0
16408,5903657_315,-34.869,152.329,7
16409,5903666_275,-54.348,-147.862,4
16410,5903702_280,-4.62,163.031,3
16411,5903825_223,-5.553,-167.415,5
16412,5903825_233,-6.489,-170.625,5
16413,5903870_248,-0.423,163.796,3
16414,5903899_245,-40.407,-154.44,6
16415,5903900_211,-37.753,-142.77,6
16416,5903927_248,-64.484,-83.93700000000001,1
16417,5903928_250,-63.687,175.801,1
16418,5903959_224,-42.53,-76.33,6
16419,5903960_231,-51.772,-157.498,4
16420,5903966_228,-33.649,-98.996,0
16421,5903972_245,-27.477,-121.788,7
16422,5904052_191,0.889,149.641,3
16423,5904052_201,-1.272,152.551,3
16424,5904057_156,22.682,-166.425,3
16425,5904111_208,-28.244,172.56,7
16426,5904156_255,-70.66794614954173,-145.4070165402457,1
16427,5904157_271,-66.95,-155.933,1
16428,5904180_182,-58.569,-147.11,1
16429,5904190_210,-0.654,150.855,3
16430,5904194_214,-65.66371,-108.81832,1
16431,5904199_236,-53.24062,-178.429,4
16432,5904235_210,-57.347,-131.04,1
16433,5904248_185,-12.033,162.33,5
16434,5904250_198,-11.026,172.553,5
16435,5904250_216,-10.102,169.972,5
16436,5904258_218,-42.763,167.02,0
16437,5904267_190,-57.993,-103.12200000000001,1
16438,5904267_216,-57.141,-94.18899999999996,1
16439,5904272_213,1.956,-166.073,3
16440,5904273_209,0.792,-104.358,2
16441,5904273_225,0.333,-99.725,0
16442,5904277_168,-0.255,-126.478,2
16443,5904295_150,2.14,-156.402,3
16444,5904296_153,-1.192,150.867,3
16445,5904296_157,-2.216,153.345,3
16446,5904339_239,-18.79401,157.71739,5
16447,5904344_190,-13.00593,172.86341,5
16448,5904345_233,-17.00061,-156.08228,5
16449,5904352_228,-9.41504,171.12818,5
16450,5904358_188,-13.74936,158.18551,5
16451,5904359_212,-4.10744,166.53321,3
16452,5904360_190,-13.5891,-175.45669,5
16453,5904362_196,-11.64933,162.56989,5
16454,5904365_228,-6.58985,160.93079,5
16455,5904367_193,-4.33783,149.13107,5
16456,5904386_215,-8.4932,179.29315,5
16457,5904404_144,-4.825,-176.301,3
16458,5904421_166,-63.3,-126.427,1
16459,5904421_169,-63.609,-120.909,1
16460,5904426_155,-39.531,135.015,0
16461,5904426_166,-38.653,137.293,6
16462,5904458_346,44.988,-132.515,4
16463,5904481_185,-54.223,-157.987,4
16464,5904481_188,-52.975,-156.897,4
16465,5904482_169,-60.217,144.148,1
16466,5904482_186,-59.453,148.149,1
16467,5904493_175,-59.231742831380934,-169.01222890332326,1
16468,5904494_163,-61.218,161.206,1
16469,5904494_187,-61.809,179.141,1
16470,5904498_221,0.21135,-150.42004,3
16471,5904500_271,1.12504,-139.44248,2
16472,5904501_241,0.99193,-143.28797,3
16473,5904502_268,-0.48959,-157.26211,3
16474,5904504_245,0.56749,-177.55008,3
16475,5904513_276,-1.32687,-157.49587,3
16476,5904515_258,-0.14178,131.9185,3
16477,5904522_276,0.7968,140.89693,3
16478,5904523_220,1.75932,-165.00524,3
16479,5904523_234,1.2437,-168.26657,3
16480,5904532_198,-7.17618,154.03392,5
16481,5904545_168,-1.54,-150.142,3
16482,5904550_174,7.148,151.243,3
16483,5904551_146,5.247,-166.768,3
16484,5904585_129,2.553,-149.751,3
16485,5904596_201,-57.7,-168.497,1
16486,5904599_203,-49.135,-150.453,6
16487,5904600_246,-7.181,-128.845,3
16488,5904603_152,-3.43,-92.281,0
16489,5904604_115,0.048,-101.231,2
16490,5904606_103,-35.376,-159.359,0
16491,5904608_129,-33.51,-170.153,0
16492,5904608_97,-36.495,-167.386,0
16493,5904610_137,-30.973,179.45,7
16494,5904612_113,-15.038,-142.647,5
16495,5904615_114,-35.089,-177.189,0
16496,5904620_120,-41.47,-123.481,6
16497,5904625_116,-32.906,-124.62,0
16498,5904633_120,-18.675,-142.289,5
16499,5904634_114,-10.705,-151.641,5
16500,5904636_104,-35.57,-122.749,6
16501,5904643_102,-14.177,-146.033,5
16502,5904673_78,-63.454,-122.441,1
16503,5904688_88,-55.004,160.837,1
16504,5904693_79,-48.628,-145.369,6
16505,5904697_145,6.104,171.412,3
16506,5904703_104,-7.248,-117.34,3
16507,5904707_108,4.607,-151.256,3
16508,5904707_111,3.934,-152.406,3
16509,5904708_126,0.319,-123.297,2
16510,5904715_112,7.051,-162.361,2
16511,5904715_153,6.905,-142.803,3
16512,5904718_117,5.745,-158.639,3
16513,5904735_106,3.263,-138.437,3
16514,5904737_110,-0.056,172.864,3
16515,5904738_70,0.952,-154.68,3
16516,5904738_87,1.822,-152.373,3
16517,5904741_77,39.681,147.604,4
16518,5904763_89,-48.991,-141.544,6
16519,5904777_79,11.519,-119.569,2
16520,5904783_102,4.746,-121.809,2
16521,5904783_88,5.187,-120.504,2
16522,5904814_71,-41.275,165.723,0
16523,5904838_173,-36.896,-154.974,6
16524,5904844_91,-30.049,-106.174,0
16525,5904850_149,-35.08,-111.118,0
16526,5904851_121,-47.863,-107.156,4
16527,5904859_80,-70.563,-107.592,1
16528,5904866_71,45.908,-162.832,4
16529,5904884_162,-49.429,-137.498,6
16530,5904887_181,-60.282,-117.154,1
16531,5904887_185,-60.365,-114.90699999999998,1
16532,5904887_187,-60.705,-113.37099999999998,1
16533,5904888_141,-41.056,136.833,6
16534,5904889_147,-41.862,140.929,6
16535,5904889_149,-40.915,141.483,6
16536,5904907_146,1.046,133.438,5
16537,5904907_168,1.507,126.332,3
16538,5904911_135,12.198,142.171,3
16539,5904912_133,15.695,-177.711,3
16540,5904921_126,-57.202,148.427,1
16541,5904928_148,-35.632,-167.35,0
16542,5904930_129,-29.343,-168.454,7
16543,5904930_151,-29.383,-174.938,0
16544,5904942_49,-3.88,-168.201,3
16545,5904944_61,-4.85,-151.616,3
16546,5904947_54,-1.716,-160.331,3
16547,5904972_71,-5.532,-143.267,3
16548,5904973_84,-7.044,-131.286,3
16549,5904976_96,27.419,-134.576,2
16550,5904998_139,-57.271,165.988,4
16551,5905003_98,-53.783,-176.334,6
16552,5905025_127,-52.424,178.141,4
16553,5905032_79,-56.323,-113.25200000000001,4
16554,5905035_121,-54.611,-86.59000000000003,4
16555,5905036_86,-47.22,-165.764,6
16556,5905036_87,-46.953,-165.674,6
16557,5905042_99,-23.3472,156.8455,7
16558,5905047_89,18.79,-161.158,3
16559,5905059_131,21.824,-173.156,3
16560,5905060_104,20.935,170.315,5
16561,5905060_71,20.721,168.503,5
16562,5905060_85,21.282,169.164,5
16563,5905098_59,-60.793,-153.71,1
16564,5905105_74,-36.659,-74.874,6
16565,5905107_70,-35.942,-158.137,0
16566,5905110_151,-30.455,-127.501,0
16567,5905112_88,-30.187,-106.193,0
16568,5905113_125,-32.873,-136.348,0
16569,5905126_39,-31.566,-82.086,6
16570,5905162_38D,-44.17947,-166.31962,6
16571,5905163_46D,-40.32362,-169.17283,0
16572,5905166_105,-34.916,161.041,0
16573,5905166_98,-34.913,158.011,0
16574,5905186_96,-55.578,-171.291,4
16575,5905193_51,-36.202,155.658,0
16576,5905196_52,-40.5927,136.4126,6
16577,5905204_44,-29.7135,171.1401,7
16578,5905205_50,-25.7616,174.9986,7
16579,5905221_205,16.065,133.259,5
16580,5905221_254,15.257,132.513,3
16581,5905224_12,15.146,170.153,3
16582,5905230_15,11.942,-167.518,2
16583,5905237_55,-35.40652,176.64835,0
16584,5905239_36,-32.9316,-142.02316,0
16585,5905240_52,-31.55833,-143.67087,0
16586,5905243_50,-30.96357,-125.27804,0
16587,5905245_42,-50.66385,-162.24307,6
16588,5905257_38,-19.63044,-125.10926,5
16589,5905258_33,-20.22555,-126.2228,5
16590,5905273_55,16.16621,-146.59502,3
16591,5905274_31,17.01237,-164.75154,3
16592,5905277_15,8.39548,-167.92882,2
16593,5905278_35,-45.33291,178.02327,6
16594,5905278_54,-47.20569,-177.47451,6
16595,5905282_81,52.059,-162.666,4
16596,5905288_60,46.91,169.468,1
16597,5905290_5,-4.841,-152.8,3
16598,5905294_62,1.176,-178.903,3
16599,5905295_52,-2.865,179.955,3
